Country;Variable;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
South Africa;Financial Markets Index;0.12;0.11;0.12;0.12;0.09;0.13;0.16;0.17;0.15;0.17;0.17;0.15;0.15;0.15;0.17;0.18;0.23;0.3;0.39;0.44;0.44;0.37;0.42;0.31;0.35;0.38;0.41;0.44;0.47;0.47;0.43;0.41;0.41;0.42;0.43;0.46;0.5;0.51;0.53;0.54;0.51
South Sudan, Rep. of;Financial Development Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0.08;0.08;0.07;0.05;0.05;0.06;0.05;0.05;0.05;0.05
South Sudan, Rep. of;Financial Institutions Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0.01;0.01;0.01;0.02;0.03;0.02;0.02;0.02;0.02;0.02;0.02
South Sudan, Rep. of;Financial Institutions Depth Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
South Sudan, Rep. of;Financial Institutions Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0.54;0.56;0.6;0.5;0.32;0.36;0.38;0.38;0.33;0.33;0.33
South Sudan, Rep. of;Financial Institutions Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13;0.14;0.15;0.16;0.14;0.1;0.1;0.11;0.11;0.09;0.1;0.1
South Sudan, Rep. of;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
South Sudan, Rep. of;Financial Markets Depth Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
South Sudan, Rep. of;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
South Sudan, Rep. of;Financial Markets Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Spain;Financial Development Index;0.13;0.16;0.17;0.2;0.28;0.35;0.43;0.49;0.42;0.44;0.45;0.44;0.45;0.48;0.54;0.51;0.55;0.64;0.76;0.8;0.85;0.83;0.81;0.83;0.84;0.85;0.89;0.89;0.84;0.88;0.84;0.83;0.82;0.84;0.88;0.88;0.87;0.9;0.84;0.81;0.83
Spain;Financial Institutions Access Index;0.27;0.34;0.35;0.42;0.57;0.75;0.84;0.86;0.85;0.86;0.86;0.86;0.88;0.9;0.95;0.94;0.94;0.93;0.98;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.98;0.97;0.96
Spain;Financial Institutions Depth Index;0.08;0.1;0.11;0.13;0.17;0.23;0.28;0.29;0.28;0.3;0.3;0.32;0.34;0.36;0.37;0.37;0.37;0.36;0.42;0.54;0.62;0.58;0.61;0.59;0.62;0.63;0.64;0.62;0.56;0.58;0.55;0.55;0.56;0.58;0.58;0.58;0.59;0.58;0.54;0.53;0.59
Spain;Financial Institutions Efficiency Index;0.22;0.28;0.28;0.36;0.45;0.53;0.58;0.59;0.58;0.59;0.6;0.58;0.56;0.45;0.57;0.57;0.57;0.58;0.59;0.6;0.59;0.6;0.6;0.6;0.6;0.61;0.63;0.63;0.6;0.63;0.61;0.59;0.53;0.57;0.59;0.59;0.59;0.54;0.61;0.61;0.55
Spain;Financial Institutions Index;0.21;0.26;0.27;0.33;0.44;0.56;0.64;0.65;0.64;0.65;0.65;0.66;0.67;0.66;0.72;0.71;0.71;0.71;0.76;0.82;0.85;0.84;0.85;0.84;0.85;0.86;0.87;0.86;0.83;0.84;0.83;0.82;0.81;0.83;0.83;0.84;0.84;0.82;0.81;0.81;0.81
Spain;Financial Markets Access Index;0.04;0.04;0.05;0.06;0.08;0.11;0.13;0.12;0.13;0.13;0.13;0.12;0.15;0.23;0.28;0.25;0.28;0.45;0.58;0.62;0.67;0.63;0.45;0.56;0.56;0.57;0.65;0.65;0.64;0.61;0.47;0.46;0.47;0.49;0.73;0.73;0.73;0.95;0.77;0.84;0.84
Spain;Financial Markets Depth Index;0.02;0.02;0.02;0.02;0.03;0.05;0.09;0.12;0.11;0.13;0.11;0.12;0.09;0.14;0.2;0.21;0.27;0.4;0.6;0.65;0.75;0.73;0.74;0.79;0.82;0.83;0.93;0.97;0.82;0.97;0.93;0.9;0.91;0.93;0.9;0.89;0.85;0.88;0.74;0.74;0.78
Spain;Financial Markets Efficiency Index;0.07;0.11;0.13;0.14;0.21;0.24;0.4;0.71;0.36;0.4;0.5;0.4;0.4;0.47;0.55;0.43;0.53;0.81;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.77;0.8
Spain;Financial Markets Index;0.04;0.06;0.07;0.07;0.11;0.13;0.2;0.31;0.19;0.22;0.24;0.21;0.21;0.27;0.34;0.29;0.36;0.55;0.73;0.76;0.81;0.79;0.74;0.79;0.8;0.81;0.88;0.89;0.83;0.88;0.82;0.8;0.81;0.82;0.89;0.88;0.87;0.95;0.84;0.79;0.81
Sri Lanka;Financial Development Index;0.15;0.16;0.18;0.18;0.16;0.17;0.18;0.2;0.2;0.17;0.16;0.14;0.16;0.17;0.17;0.19;0.19;0.2;0.2;0.19;0.2;0.2;0.22;0.25;0.22;0.25;0.25;0.25;0.25;0.24;0.28;0.28;0.26;0.26;0.27;0.26;0.26;0.27;0.27;0.26;0.26
Sri Lanka;Financial Institutions Access Index;0.09;0.1;0.11;0.12;0.11;0.11;0.11;0.11;0.12;0.11;0.1;0.09;0.09;0.1;0.11;0.11;0.11;0.11;0.11;0.12;0.12;0.12;0.12;0.12;0.13;0.13;0.17;0.19;0.21;0.22;0.24;0.26;0.27;0.28;0.28;0.29;0.29;0.29;0.29;0.29;0.29
Sri Lanka;Financial Institutions Depth Index;0.05;0.06;0.06;0.07;0.06;0.07;0.06;0.07;0.07;0.07;0.06;0.05;0.05;0.05;0.06;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.1;0.1;0.11;0.11;0.11;0.1;0.09;0.09;0.11;0.11;0.11;0.11;0.13;0.14;0.14;0.14;0.15;0.15
Sri Lanka;Financial Institutions Efficiency Index;0.59;0.64;0.67;0.7;0.66;0.68;0.67;0.68;0.71;0.6;0.53;0.46;0.6;0.63;0.64;0.63;0.63;0.6;0.57;0.49;0.57;0.6;0.61;0.59;0.6;0.62;0.6;0.6;0.57;0.6;0.64;0.68;0.69;0.69;0.71;0.71;0.71;0.72;0.7;0.7;0.69
Sri Lanka;Financial Institutions Index;0.21;0.23;0.25;0.26;0.24;0.25;0.25;0.25;0.27;0.23;0.21;0.18;0.22;0.23;0.24;0.25;0.25;0.24;0.23;0.22;0.23;0.25;0.25;0.25;0.25;0.26;0.28;0.28;0.28;0.29;0.31;0.34;0.34;0.34;0.35;0.36;0.37;0.37;0.36;0.37;0.37
Sri Lanka;Financial Markets Access Index;0.14;0.15;0.16;0.15;0.12;0.15;0.18;0.23;0.21;0.18;0.17;0.17;0.17;0.17;0.17;0.2;0.22;0.25;0.26;0.27;0.25;0.25;0.27;0.32;0.28;0.35;0.38;0.37;0.31;0.31;0.28;0.25;0.29;0.33;0.26;0.25;0.26;0.29;0.32;0.29;0.24
Sri Lanka;Financial Markets Depth Index;0.02;0.03;0.03;0.03;0.02;0.03;0.03;0.04;0.04;0.03;0.03;0.03;0.03;0.03;0.03;0.04;0.04;0.04;0.05;0.06;0.05;0.06;0.07;0.08;0.08;0.11;0.1;0.09;0.06;0.08;0.13;0.11;0.09;0.1;0.12;0.11;0.1;0.09;0.08;0.08;0.09
Sri Lanka;Financial Markets Efficiency Index;0.09;0.1;0.11;0.1;0.08;0.1;0.12;0.15;0.13;0.12;0.11;0.11;0.11;0.11;0.11;0.13;0.14;0.16;0.17;0.16;0.15;0.12;0.23;0.33;0.19;0.23;0.16;0.16;0.28;0.16;0.31;0.3;0.12;0.1;0.14;0.11;0.08;0.09;0.09;0.07;0.13
Sri Lanka;Financial Markets Index;0.08;0.09;0.1;0.09;0.07;0.09;0.11;0.13;0.12;0.11;0.1;0.1;0.1;0.1;0.1;0.12;0.13;0.15;0.16;0.16;0.15;0.14;0.18;0.24;0.18;0.22;0.21;0.2;0.21;0.18;0.24;0.22;0.16;0.17;0.17;0.16;0.15;0.16;0.16;0.15;0.15
St. Kitts and Nevis;Financial Development Index;0.29;0.29;0.28;0.3;0.27;0.25;0.24;0.24;0.27;0.27;0.27;0.27;0.28;0.29;0.28;0.29;0.29;0.27;0.27;0.29;0.28;0.29;0.28;0.28;0.3;0.31;0.31;0.29;0.28;0.29;0.29;0.28;0.29;0.31;0.3;0.31;0.3;0.28;0.29;0.29;0.3
St. Kitts and Nevis;Financial Institutions Access Index;0.85;0.82;0.82;0.85;0.8;0.73;0.69;0.7;0.79;0.78;0.78;0.78;0.8;0.83;0.81;0.82;0.82;0.78;0.79;0.82;0.8;0.81;0.8;0.81;0.85;0.87;0.86;0.76;0.78;0.81;0.8;0.83;0.84;0.93;0.9;0.91;0.86;0.8;0.84;0.86;0.88
St. Kitts and Nevis;Financial Institutions Depth Index;0.06;0.07;0.07;0.08;0.06;0.07;0.06;0.07;0.07;0.09;0.08;0.09;0.11;0.11;0.11;0.11;0.1;0.1;0.11;0.11;0.11;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.11;0.12;0.12;0.11;0.12;0.11;0.1;0.11;0.1;0.1;0.1;0.1;0.11
St. Kitts and Nevis;Financial Institutions Efficiency Index;0.7;0.68;0.68;0.7;0.66;0.59;0.58;0.58;0.62;0.6;0.6;0.6;0.61;0.64;0.62;0.63;0.63;0.59;0.6;0.69;0.65;0.7;0.67;0.62;0.68;0.71;0.74;0.74;0.68;0.68;0.66;0.52;0.62;0.64;0.61;0.67;0.65;0.64;0.65;0.59;0.6
St. Kitts and Nevis;Financial Institutions Index;0.57;0.56;0.56;0.58;0.54;0.5;0.47;0.48;0.53;0.53;0.53;0.53;0.55;0.57;0.56;0.56;0.56;0.54;0.54;0.58;0.56;0.57;0.56;0.55;0.58;0.6;0.6;0.56;0.56;0.57;0.57;0.54;0.57;0.61;0.59;0.61;0.58;0.55;0.57;0.56;0.58
St. Kitts and Nevis;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
St. Kitts and Nevis;Financial Markets Depth Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
St. Kitts and Nevis;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
St. Kitts and Nevis;Financial Markets Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
St. Lucia;Financial Development Index;0.32;0.27;0.28;0.3;0.28;0.26;0.24;0.26;0.3;0.32;0.3;0.31;0.29;0.32;0.33;0.32;0.33;0.33;0.35;0.34;0.34;0.34;0.34;0.32;0.34;0.34;0.34;0.35;0.35;0.34;0.34;0.34;0.33;0.33;0.32;0.31;0.28;0.3;0.31;0.32;0.33
St. Lucia;Financial Institutions Access Index;0.4;0.31;0.33;0.36;0.33;0.31;0.28;0.31;0.36;0.39;0.37;0.38;0.36;0.4;0.42;0.4;0.41;0.41;0.47;0.43;0.43;0.44;0.43;0.39;0.42;0.41;0.41;0.41;0.4;0.38;0.44;0.44;0.44;0.44;0.43;0.41;0.34;0.37;0.36;0.38;0.36
St. Lucia;Financial Institutions Depth Index;0.2;0.19;0.22;0.22;0.19;0.18;0.17;0.17;0.19;0.22;0.2;0.21;0.21;0.24;0.25;0.25;0.28;0.26;0.25;0.26;0.29;0.28;0.28;0.28;0.3;0.32;0.34;0.37;0.39;0.35;0.35;0.34;0.36;0.33;0.28;0.27;0.25;0.24;0.24;0.3;0.33
St. Lucia;Financial Institutions Efficiency Index;0.76;0.62;0.62;0.66;0.64;0.62;0.58;0.63;0.68;0.7;0.68;0.68;0.65;0.69;0.71;0.67;0.66;0.68;0.74;0.68;0.67;0.68;0.67;0.62;0.66;0.66;0.66;0.66;0.65;0.61;0.55;0.54;0.49;0.51;0.57;0.48;0.45;0.6;0.62;0.63;0.63
St. Lucia;Financial Institutions Index;0.45;0.38;0.4;0.42;0.39;0.37;0.34;0.37;0.41;0.44;0.42;0.43;0.41;0.45;0.47;0.45;0.47;0.47;0.5;0.47;0.48;0.49;0.48;0.45;0.48;0.48;0.49;0.51;0.51;0.47;0.48;0.48;0.47;0.46;0.45;0.42;0.38;0.42;0.42;0.45;0.46
St. Lucia;Financial Markets Access Index;0.5;0.4;0.42;0.46;0.42;0.39;0.36;0.4;0.46;0.5;0.48;0.48;0.46;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5
St. Lucia;Financial Markets Depth Index;0.06;0.05;0.05;0.06;0.05;0.05;0.04;0.05;0.06;0.06;0.06;0.06;0.06;0.06;0.07;0.06;0.06;0.06;0.07;0.07;0.07;0.07;0.07;0.06;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.06;0.06;0.06;0.06;0.06;0.06;0.06
St. Lucia;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
St. Lucia;Financial Markets Index;0.18;0.15;0.15;0.17;0.15;0.14;0.13;0.15;0.17;0.18;0.18;0.18;0.17;0.18;0.19;0.18;0.18;0.18;0.19;0.19;0.19;0.19;0.19;0.18;0.19;0.19;0.18;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.18;0.18;0.18;0.18;0.18;0.18;0.18
St. Vincent and the Grenadines;Financial Development Index;0.18;0.19;0.17;0.17;0.15;0.15;0.14;0.14;0.15;0.15;0.14;0.14;0.14;0.13;0.14;0.16;0.16;0.16;0.16;0.17;0.18;0.17;0.17;0.17;0.17;0.19;0.19;0.2;0.18;0.22;0.19;0.2;0.19;0.2;0.2;0.2;0.19;0.2;0.2;0.2;0.2
St. Vincent and the Grenadines;Financial Institutions Access Index;0.17;0.17;0.15;0.16;0.13;0.13;0.12;0.12;0.14;0.13;0.12;0.12;0.12;0.11;0.12;0.14;0.14;0.14;0.14;0.14;0.15;0.14;0.14;0.14;0.15;0.15;0.15;0.17;0.17;0.35;0.35;0.35;0.32;0.37;0.37;0.38;0.34;0.34;0.34;0.34;0.34
St. Vincent and the Grenadines;Financial Institutions Depth Index;0.16;0.17;0.15;0.16;0.13;0.15;0.13;0.15;0.16;0.17;0.17;0.18;0.18;0.18;0.19;0.22;0.24;0.25;0.26;0.28;0.29;0.28;0.27;0.27;0.26;0.35;0.36;0.36;0.36;0.35;0.22;0.23;0.24;0.24;0.23;0.21;0.23;0.24;0.25;0.27;0.28
St. Vincent and the Grenadines;Financial Institutions Efficiency Index;0.83;0.84;0.78;0.8;0.68;0.69;0.64;0.64;0.68;0.62;0.57;0.58;0.56;0.52;0.53;0.61;0.58;0.58;0.59;0.58;0.59;0.58;0.58;0.57;0.63;0.61;0.6;0.63;0.51;0.52;0.52;0.52;0.51;0.51;0.51;0.51;0.51;0.51;0.51;0.51;0.52
St. Vincent and the Grenadines;Financial Institutions Index;0.35;0.36;0.33;0.34;0.29;0.3;0.27;0.28;0.3;0.29;0.27;0.28;0.28;0.26;0.27;0.31;0.31;0.32;0.32;0.33;0.34;0.33;0.33;0.32;0.34;0.37;0.38;0.39;0.36;0.44;0.38;0.39;0.37;0.4;0.39;0.39;0.38;0.39;0.39;0.4;0.4
St. Vincent and the Grenadines;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
St. Vincent and the Grenadines;Financial Markets Depth Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
St. Vincent and the Grenadines;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
St. Vincent and the Grenadines;Financial Markets Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sudan;Financial Development Index;0.08;0.08;0.1;0.09;0.08;0.08;0.08;0.06;0.05;0.05;0.06;0.06;0.07;0.06;0.06;0.06;0.07;0.05;0.06;0.05;0.05;0.03;0.06;0.07;0.05;0.06;0.08;0.08;0.08;0.08;0.09;0.08;0.09;0.09;0.09;0.09;0.09;0.09;0.1;0.09;0.09
Sudan;Financial Institutions Access Index;0.03;0.03;0.04;0.03;0.03;0.03;0.03;0.02;0.02;0.02;0.02;0.02;0.03;0.03;0.02;0.03;0.03;0.02;0.02;0.02;0.02;0.02;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.04;0.05;0.05;0.05;0.05;0.06;0.06;0.06;0.06;0.07;0.07;0.07
Sudan;Financial Institutions Depth Index;0.03;0.03;0.04;0.03;0.03;0.03;0.03;0.02;0.02;0.01;0.02;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.03;0.03;0.04;0.04;0.03;0.04;0.04;0.03;0.03;0.03;0.04;0.04;0.04;0.04
Sudan;Financial Institutions Efficiency Index;0.5;0.51;0.61;0.56;0.53;0.51;0.5;0.37;0.34;0.34;0.39;0.41;0.45;0.4;0.38;0.4;0.49;0.32;0.39;0.31;0.32;0.2;0.37;0.5;0.27;0.41;0.54;0.53;0.51;0.51;0.51;0.49;0.51;0.5;0.51;0.57;0.57;0.55;0.57;0.55;0.55
Sudan;Financial Institutions Index;0.15;0.15;0.19;0.17;0.16;0.16;0.15;0.11;0.11;0.1;0.12;0.12;0.14;0.12;0.11;0.12;0.14;0.1;0.11;0.09;0.09;0.06;0.11;0.14;0.09;0.12;0.16;0.17;0.16;0.16;0.17;0.16;0.17;0.17;0.17;0.19;0.19;0.18;0.19;0.19;0.19
Sudan;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sudan;Financial Markets Depth Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sudan;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sudan;Financial Markets Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Suriname;Financial Development Index;0.13;0.14;0.15;0.16;0.16;0.17;0.17;0.17;0.17;0.18;0.16;0.16;0.16;0.15;0.1;0.08;0.1;0.11;0.12;0.12;0.11;0.12;0.13;0.13;0.14;0.16;0.16;0.17;0.18;0.18;0.18;0.19;0.19;0.2;0.2;0.2;0.2;0.21;0.2;0.2;0.21
Suriname;Financial Institutions Access Index;0.13;0.14;0.15;0.16;0.17;0.18;0.19;0.18;0.18;0.19;0.17;0.17;0.17;0.17;0.13;0.12;0.13;0.16;0.17;0.16;0.16;0.17;0.17;0.18;0.2;0.21;0.23;0.25;0.25;0.27;0.28;0.29;0.31;0.33;0.35;0.33;0.35;0.36;0.35;0.35;0.33
Suriname;Financial Institutions Depth Index;0.12;0.13;0.14;0.15;0.15;0.17;0.17;0.17;0.17;0.18;0.16;0.17;0.17;0.14;0.13;0.1;0.11;0.14;0.15;0.12;0.11;0.15;0.15;0.12;0.14;0.15;0.14;0.15;0.16;0.14;0.14;0.15;0.14;0.15;0.16;0.18;0.2;0.2;0.19;0.19;0.21
Suriname;Financial Institutions Efficiency Index;0.57;0.6;0.64;0.65;0.67;0.7;0.71;0.7;0.7;0.72;0.67;0.65;0.64;0.62;0.3;0.24;0.35;0.33;0.36;0.42;0.39;0.35;0.41;0.44;0.48;0.57;0.59;0.62;0.65;0.65;0.66;0.66;0.66;0.66;0.67;0.64;0.55;0.61;0.58;0.62;0.68
Suriname;Financial Institutions Index;0.26;0.27;0.29;0.3;0.31;0.33;0.34;0.33;0.33;0.35;0.31;0.32;0.31;0.29;0.19;0.16;0.19;0.22;0.23;0.23;0.22;0.22;0.24;0.24;0.27;0.3;0.31;0.33;0.34;0.35;0.36;0.36;0.36;0.38;0.39;0.39;0.38;0.4;0.38;0.39;0.41
Suriname;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Suriname;Financial Markets Depth Index;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
Suriname;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Suriname;Financial Markets Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
Sweden;Financial Development Index;0.3;0.33;0.34;0.37;0.4;0.4;0.41;0.42;0.44;0.46;0.44;0.38;0.42;0.45;0.54;0.5;0.53;0.59;0.64;0.66;0.74;0.75;0.7;0.69;0.71;0.73;0.78;0.8;0.77;0.8;0.8;0.8;0.8;0.81;0.8;0.8;0.79;0.78;0.78;0.73;0.72
Sweden;Financial Institutions Access Index;0.29;0.29;0.3;0.29;0.29;0.28;0.3;0.31;0.37;0.37;0.33;0.3;0.3;0.29;0.29;0.28;0.3;0.33;0.34;0.37;0.4;0.41;0.39;0.4;0.43;0.43;0.43;0.45;0.46;0.45;0.44;0.45;0.44;0.42;0.42;0.4;0.35;0.32;0.31;0.32;0.28
Sweden;Financial Institutions Depth Index;0.47;0.48;0.49;0.47;0.46;0.45;0.48;0.51;0.59;0.65;0.66;0.61;0.62;0.54;0.52;0.49;0.49;0.51;0.54;0.59;0.67;0.65;0.58;0.61;0.63;0.73;0.92;0.95;0.9;0.99;0.99;0.99;0.98;0.99;0.98;0.99;0.97;0.98;0.99;1;1
Sweden;Financial Institutions Efficiency Index;0.7;0.7;0.71;0.7;0.7;0.69;0.7;0.71;0.73;0.73;0.69;0.44;0.58;0.61;0.68;0.66;0.69;0.69;0.69;0.71;0.69;0.76;0.7;0.71;0.77;0.7;0.71;0.74;0.72;0.71;0.68;0.71;0.7;0.74;0.72;0.73;0.73;0.72;0.72;0.72;0.71
Sweden;Financial Institutions Index;0.51;0.51;0.53;0.5;0.5;0.49;0.52;0.54;0.6;0.63;0.61;0.51;0.55;0.52;0.53;0.5;0.52;0.54;0.56;0.6;0.64;0.65;0.6;0.62;0.66;0.68;0.77;0.79;0.77;0.81;0.8;0.8;0.79;0.8;0.79;0.79;0.76;0.75;0.75;0.75;0.74
Sweden;Financial Markets Access Index;0.07;0.08;0.08;0.12;0.31;0.37;0.35;0.35;0.34;0.39;0.38;0.26;0.23;0.26;0.22;0.22;0.26;0.35;0.36;0.5;0.5;0.5;0.41;0.47;0.46;0.5;0.46;0.46;0.39;0.42;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5
Sweden;Financial Markets Depth Index;0.03;0.05;0.07;0.14;0.13;0.17;0.21;0.2;0.23;0.26;0.2;0.21;0.2;0.35;0.47;0.5;0.6;0.75;0.82;0.86;0.91;0.9;0.85;0.87;0.88;0.88;0.91;0.94;0.92;0.94;0.93;0.92;0.94;0.95;0.95;0.95;0.95;0.95;0.94;0.94;0.94
Sweden;Financial Markets Efficiency Index;0.17;0.26;0.31;0.4;0.41;0.36;0.33;0.34;0.23;0.19;0.21;0.26;0.45;0.5;0.92;0.71;0.67;0.71;0.88;0.71;1;1;1;0.84;0.84;0.84;0.84;0.84;0.84;0.84;0.84;0.84;0.84;0.84;0.84;0.84;0.84;0.84;0.84;0.54;0.54
Sweden;Financial Markets Index;0.09;0.13;0.15;0.22;0.28;0.3;0.29;0.3;0.27;0.28;0.26;0.25;0.29;0.37;0.54;0.48;0.52;0.62;0.7;0.71;0.82;0.82;0.77;0.74;0.75;0.76;0.76;0.77;0.74;0.76;0.78;0.77;0.78;0.78;0.79;0.79;0.78;0.78;0.78;0.69;0.69
Switzerland;Financial Development Index;0.58;0.59;0.65;0.66;0.74;0.78;0.79;0.79;0.78;0.8;0.79;0.7;0.7;0.82;0.86;0.88;0.9;0.98;1;0.97;0.99;0.98;0.97;0.95;0.79;0.81;0.82;1;0.98;0.98;0.97;0.99;0.95;0.95;0.95;0.98;0.97;0.95;0.96;0.92;0.95
Switzerland;Financial Institutions Access Index;0.69;0.7;0.8;0.82;0.82;0.83;0.84;0.85;0.83;0.84;0.83;0.83;0.83;0.83;0.82;0.83;0.86;0.92;0.96;0.93;0.9;0.89;0.88;0.9;0.89;0.9;0.91;0.91;0.92;0.92;0.93;0.94;0.94;0.94;0.93;0.94;0.92;0.9;0.89;0.86;0.83
Switzerland;Financial Institutions Depth Index;0.53;0.54;0.63;0.65;0.66;0.68;0.69;0.7;0.72;0.73;0.73;0.74;0.75;0.77;0.78;0.81;0.82;0.93;0.93;0.94;0.93;0.91;0.91;0.9;0.89;0.92;0.97;0.96;0.88;0.93;0.99;0.97;0.99;1;1;0.99;0.98;0.97;0.96;0.97;0.97
Switzerland;Financial Institutions Efficiency Index;0.58;0.58;0.63;0.64;0.65;0.66;0.66;0.68;0.61;0.63;0.63;0.62;0.61;0.61;0.6;0.61;0.59;0.63;0.66;0.64;0.63;0.61;0.56;0.65;0.64;0.66;0.66;0.65;0.63;0.62;0.54;0.6;0.59;0.63;0.61;0.61;0.62;0.63;0.63;0.54;0.62
